ukprn,he_provider,academic_year,country_of_he_provider,region_of_he_provider,category_marker,category,value
10014001,University of Suffolk,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007159,The University of Sunderland,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007159,The University of Sunderland,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007159,The University of Sunderland,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007160,The University of Surrey,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007160,The University of Surrey,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007160,The University of Surrey,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007806,The University of Sussex,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007806,The University of Sussex,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007806,The University of Sussex,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007855,Swansea University,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007855,Swansea University,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007855,Swansea University,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007161,Teesside University,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007161,Teesside University,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Residential,NA
10007161,Teesside University,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10008017,Trinity Laban Conservatoire of Music and Dance,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10008017,Trinity Laban Conservatoire of Music and Dance,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10008017,Trinity Laban Conservatoire of Music and Dance,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007858,University of Wales Trinity Saint David,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007858,University of Wales Trinity Saint David,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007858,University of Wales Trinity Saint David,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007114,University of the Highlands and Islands,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007114,University of the Highlands and Islands,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,NA
10007114,University of the Highlands and Islands,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007807,Ulster University,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007807,Ulster University,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Residential,NA
10007807,Ulster University,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007784,University College London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007784,University College London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007784,University College London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007793,University of South Wales,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007793,University of South Wales,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007793,University of South Wales,2015/16,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007163,The University of Warwick,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007163,The University of Warwick,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10007163,The University of Warwick,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007164,"University of the West of England, Bristol",2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007164,"University of the West of England, Bristol",2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007164,"University of the West of England, Bristol",2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007800,The University of the West of Scotland,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007800,The University of the West of Scotland,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007800,The University of the West of Scotland,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10006566,The University of West London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10006566,The University of West London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10006566,The University of West London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007165,The University of Westminster,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007165,The University of Westminster,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007165,The University of Westminster,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003614,The University of Winchester,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003614,The University of Winchester,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003614,The University of Winchester,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007166,The University of Wolverhampton,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007166,The University of Wolverhampton,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007166,The University of Wolverhampton,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007139,University of Worcester,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007139,University of Worcester,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007139,University of Worcester,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007657,Writtle University College,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007657,Writtle University College,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007657,Writtle University College,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007713,York St John University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007713,York St John University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10007713,York St John University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007167,The University of York,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007167,The University of York,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Medium
